userID,age,gender,country,total_play_time,avg_session_time,games_played,in_game_purchases,last_login,friend_count,churn,game_genre,max_level_achieved,daily_play_time,subscription_status,device_type,number_of_sessions,social_interactions,achievement_points,favorite_game_mode
05812,40,Female,Canada,266,17,21,318,27,198,0,Simulation,6,267,No,Console,33,239,4582,Single-player
05813,44,Other,UK,562,112,9,422,17,45,0,Strategy,45,210,Yes,Mobile,36,415,3383,Multiplayer
05814,35,Other,Australia,888,67,12,363,17,81,1,Adventure,7,169,Yes,PC,41,215,4242,Coop
05815,41,Female,UK,278,24,17,191,17,143,0,Strategy,36,219,No,Mobile,39,375,9634,Multiplayer
05816,57,Male,Canada,302,17,16,443,27,57,0,Strategy,5,52,No,Console,8,314,2488,Multiplayer
05817,59,Other,UK,586,102,5,147,26,141,0,Action,26,210,Yes,Mobile,13,135,4505,Single-player
05818,24,Female,Germany,954,51,19,27,20,84,1,Action,28,44,Yes,Console,19,43,5426,Coop
05819,37,Female,Brazil,952,48,25,123,2,170,0,Action,47,98,Yes,PC,34,244,7076,Single-player
05820,44,Other,Australia,860,44,28,479,25,24,0,Action,23,22,No,PC,0,29,950,Multiplayer
05821,23,Male,Germany,126,50,17,397,6,101,0,Strategy,2,79,No,PC,25,332,8889,Coop
05822,44,Female,USA,245,57,22,76,12,142,0,RPG,40,228,Yes,Console,15,406,1723,Coop
05823,26,Male,Germany,823,87,3,74,6,73,0,Action,21,59,No,PC,15,378,7794,Single-player
05824,48,Male,UK,233,105,17,357,21,157,0,Simulation,2,20,No,Console,41,244,6976,Coop
05825,38,Other,Brazil,666,80,27,185,12,43,1,Simulation,2,58,No,PC,13,248,8116,Multiplayer
05826,43,Female,Australia,584,53,15,38,23,136,0,Simulation,18,167,Yes,Console,24,447,3361,Multiplayer
05827,57,Female,France,930,106,19,233,26,91,0,Strategy,39,256,No,Mobile,47,484,40,Multiplayer
05828,30,Male,Australia,438,44,15,247,3,81,0,Adventure,27,243,Yes,PC,20,76,7686,Multiplayer
05829,40,Other,Germany,136,36,18,441,15,138,0,Adventure,46,228,Yes,Mobile,42,29,4480,Coop
05830,37,Other,France,785,74,26,398,24,101,0,Action,5,15,No,Console,14,69,9312,Coop
05831,54,Other,Canada,555,79,12,328,27,65,0,Simulation,9,288,Yes,Console,1,349,8545,Single-player
05832,45,Male,South Korea,758,75,28,130,27,21,0,Action,14,21,Yes,PC,4,97,1358,Coop
05833,34,Male,Germany,148,80,12,4,14,86,0,Strategy,4,194,Yes,Mobile,18,238,7032,Multiplayer
05834,45,Female,Japan,55,81,24,347,12,147,0,Simulation,1,42,No,Console,40,400,9010,Single-player
05835,58,Other,Germany,687,72,3,425,9,108,0,Action,40,62,No,PC,10,471,4505,Coop
05836,19,Male,Canada,355,118,11,398,9,156,0,RPG,22,24,Yes,Mobile,27,456,3992,Single-player
05837,42,Other,Australia,256,102,23,258,4,89,0,Strategy,15,293,No,PC,43,181,2825,Multiplayer
05838,58,Male,USA,922,89,10,244,3,190,0,Strategy,25,180,Yes,Mobile,44,402,73,Multiplayer
05839,23,Female,France,812,38,22,497,18,40,0,Strategy,32,143,No,Console,1,30,8777,Single-player
05840,28,Other,Japan,62,40,15,418,29,122,0,RPG,31,223,No,Console,32,362,8741,Multiplayer
05841,55,Male,South Korea,825,73,23,390,14,111,0,Adventure,42,92,No,Console,20,152,731,Coop
05842,23,Other,Canada,935,95,11,349,8,92,0,Adventure,23,69,Yes,Mobile,42,352,4701,Coop
05843,28,Male,South Korea,62,62,23,407,15,82,1,RPG,17,142,Yes,Mobile,27,293,3362,Coop
05844,31,Male,India,805,83,26,414,27,47,0,Adventure,34,211,Yes,PC,39,250,9523,Multiplayer
05845,19,Male,Japan,28,77,1,77,3,26,1,RPG,5,15,No,Console,16,438,2970,Coop
05846,57,Other,Japan,551,34,20,335,24,93,0,Action,47,232,Yes,Mobile,11,305,5960,Coop
05847,20,Male,India,658,22,4,114,10,158,0,RPG,42,148,No,Console,40,292,9462,Multiplayer
05848,52,Female,Japan,599,90,21,3,16,91,1,Adventure,30,67,No,Mobile,30,248,585,Multiplayer
05849,50,Other,Germany,567,49,26,130,20,152,1,RPG,45,152,Yes,Mobile,24,365,7188,Coop
05850,41,Female,India,299,81,21,226,0,176,0,RPG,30,218,No,Mobile,19,162,222,Coop
05851,36,Female,Australia,704,96,8,127,8,197,0,Simulation,14,94,No,PC,43,95,6839,Single-player
05852,35,Other,India,611,16,20,8,11,191,1,RPG,25,199,No,Console,22,127,1465,Multiplayer
05853,41,Male,Australia,214,41,13,323,22,55,0,Adventure,3,111,Yes,Mobile,5,443,6162,Coop
05854,52,Female,USA,140,33,17,117,11,134,0,Strategy,38,132,No,Mobile,15,469,3664,Single-player
05855,18,Other,UK,925,10,15,466,9,69,0,Action,20,196,No,PC,2,450,7068,Coop
05856,53,Male,Japan,506,56,21,343,8,162,0,RPG,23,47,Yes,Console,48,74,7496,Multiplayer
05857,42,Other,France,560,60,1,187,20,20,0,Adventure,23,165,No,Mobile,26,215,3201,Coop
05858,51,Other,France,498,45,28,138,25,46,0,Adventure,21,273,Yes,Console,10,353,1729,Multiplayer
05859,42,Other,UK,626,36,3,462,29,59,0,Simulation,44,24,Yes,PC,2,157,9498,Multiplayer
05860,33,Male,Brazil,501,79,24,419,24,111,0,Adventure,5,66,No,PC,22,142,510,Single-player
05861,51,Female,Germany,740,51,26,124,19,144,0,Strategy,9,88,No,Console,45,74,3298,Single-player
05862,46,Female,Japan,763,104,21,222,15,89,0,Adventure,39,94,No,Console,38,339,4147,Coop
05863,36,Other,Japan,586,85,23,327,12,16,0,Strategy,22,79,No,Console,7,215,6670,Single-player
05864,40,Other,UK,190,99,17,385,2,198,1,Action,19,114,No,Console,16,73,1331,Single-player
05865,36,Male,Australia,710,98,22,305,17,152,1,RPG,5,124,Yes,Mobile,9,422,2879,Coop
05866,42,Other,Germany,674,77,28,258,3,161,0,Action,4,220,No,PC,25,354,2556,Multiplayer
05867,33,Other,Canada,650,79,24,66,18,25,0,RPG,21,203,No,Mobile,30,297,7245,Coop
05868,26,Other,France,48,119,22,84,24,5,1,Action,18,117,Yes,Mobile,39,94,5504,Multiplayer
05869,18,Female,Canada,362,22,4,370,12,9,1,Strategy,5,42,No,Mobile,20,26,6404,Coop
05870,59,Other,India,878,34,27,61,27,80,0,RPG,39,153,Yes,Mobile,25,388,1645,Multiplayer
05871,36,Female,Australia,626,104,8,459,27,130,1,RPG,13,201,No,PC,31,459,5471,Coop
05872,50,Male,Brazil,679,31,15,13,12,58,1,Action,26,280,No,PC,14,353,5451,Single-player
05873,51,Male,Canada,495,108,8,121,11,111,0,Simulation,16,88,No,Mobile,26,381,1916,Single-player
05874,33,Female,France,276,30,14,278,23,79,0,Simulation,11,106,No,Mobile,21,74,5340,Single-player
05875,57,Female,France,46,24,6,122,27,196,1,Action,3,131,Yes,PC,37,412,1811,Multiplayer
05876,35,Female,France,770,76,24,76,0,47,0,Adventure,4,59,Yes,PC,26,445,1393,Multiplayer
05877,51,Female,USA,925,46,28,271,1,150,0,Action,49,298,No,PC,18,346,5736,Multiplayer
05878,42,Other,Japan,215,54,22,464,2,90,0,Strategy,9,71,Yes,PC,7,311,1327,Multiplayer
05879,23,Female,Canada,229,35,15,145,21,132,0,Strategy,30,262,Yes,Mobile,41,170,7985,Coop
05880,38,Female,India,638,90,20,268,20,183,0,Adventure,45,148,Yes,PC,26,207,1866,Multiplayer
05881,23,Female,Canada,322,111,27,380,26,165,0,Simulation,12,1,No,Mobile,36,334,6237,Single-player
05882,49,Other,India,829,64,28,55,20,75,0,Strategy,49,31,Yes,Console,33,396,4699,Multiplayer
05883,58,Other,France,420,59,22,217,21,84,0,Strategy,13,204,No,Mobile,28,224,9418,Multiplayer
05884,56,Other,Germany,224,44,9,172,12,6,0,RPG,21,28,Yes,PC,34,388,8233,Coop
05885,48,Male,India,661,50,24,39,11,144,1,RPG,43,132,No,Mobile,40,349,4854,Multiplayer
05886,59,Other,Australia,286,81,23,358,15,8,0,Adventure,42,117,No,PC,23,369,6207,Multiplayer
05887,27,Female,Japan,45,20,5,158,13,88,1,Strategy,21,111,No,Console,47,433,6698,Single-player
05888,47,Other,Japan,971,97,13,359,23,173,0,Action,27,16,Yes,PC,1,304,4983,Single-player
05889,35,Other,USA,812,116,7,464,13,36,0,Simulation,5,206,Yes,PC,39,345,4261,Single-player
05890,41,Female,South Korea,13,17,17,31,16,134,0,Adventure,17,238,No,PC,46,200,231,Single-player
05891,26,Other,Canada,632,63,8,247,4,16,0,Action,21,200,Yes,PC,15,68,3930,Coop
05892,48,Male,UK,907,103,5,128,5,118,1,Action,1,288,Yes,Mobile,48,98,6002,Single-player
05893,32,Other,USA,374,10,23,290,26,40,0,Adventure,16,265,Yes,PC,0,102,5829,Coop
05894,21,Male,UK,702,107,7,35,9,63,0,Adventure,40,174,Yes,Console,34,182,433,Coop
05895,57,Male,South Korea,986,29,8,466,26,82,0,Strategy,22,128,No,Mobile,4,314,1911,Multiplayer
05896,26,Male,Japan,332,109,7,347,21,56,0,Simulation,23,39,No,PC,10,231,3228,Coop
05897,26,Female,Australia,855,43,22,65,8,44,0,Strategy,20,72,Yes,Console,24,384,7974,Multiplayer
05898,43,Other,France,165,66,12,284,25,72,0,Action,49,21,No,Mobile,7,358,8519,Single-player
05899,21,Male,France,506,107,6,426,6,108,0,Strategy,8,25,No,Mobile,14,194,81,Coop
05900,34,Male,India,116,22,21,156,3,109,0,Strategy,46,290,Yes,PC,38,392,6650,Coop
05901,33,Other,USA,942,63,21,42,22,135,1,Simulation,49,32,No,Console,2,281,4182,Multiplayer
05902,32,Female,South Korea,635,62,4,274,6,109,0,RPG,41,9,No,Mobile,27,321,4749,Multiplayer
05903,52,Female,Australia,565,61,23,120,10,108,0,Simulation,38,188,Yes,PC,27,91,9490,Coop
05904,22,Male,France,438,15,29,191,26,90,0,Strategy,30,122,Yes,PC,12,147,2758,Single-player
05905,22,Female,India,303,45,28,475,5,86,0,RPG,2,195,Yes,Console,5,345,7074,Single-player
05906,37,Other,Canada,456,34,27,353,15,137,1,Action,32,134,Yes,PC,3,269,9932,Multiplayer
05907,32,Female,Japan,967,100,3,30,15,181,1,Simulation,19,139,Yes,Console,36,385,9316,Single-player
05908,35,Other,Canada,868,67,5,356,23,193,0,Adventure,13,90,Yes,Mobile,33,377,8025,Multiplayer
05909,19,Male,Japan,270,64,19,18,23,43,0,Action,42,282,No,Mobile,4,371,8261,Multiplayer
05910,46,Other,Canada,710,104,8,479,28,47,1,RPG,24,84,Yes,PC,39,20,682,Multiplayer
05911,30,Male,India,215,12,5,284,12,70,0,Action,10,114,No,Console,29,442,4532,Single-player
05912,21,Other,Australia,112,37,27,72,25,1,0,Adventure,47,6,Yes,Mobile,40,18,6851,Single-player
05913,59,Other,USA,15,77,13,390,11,79,0,Adventure,5,200,No,Console,47,429,4490,Single-player
05914,27,Female,Japan,215,90,10,441,28,117,1,Simulation,27,36,Yes,Mobile,10,14,7191,Multiplayer
05915,48,Other,South Korea,426,47,6,75,21,5,0,Simulation,25,53,Yes,Console,30,287,6237,Single-player
05916,58,Male,UK,134,43,1,187,26,79,1,Strategy,7,47,Yes,Mobile,10,163,6536,Single-player
05917,25,Other,Australia,42,93,11,178,1,88,0,Strategy,45,264,Yes,Console,35,461,317,Coop
05918,20,Male,Australia,763,22,20,478,20,44,0,Action,27,179,Yes,Mobile,11,290,3141,Multiplayer
05919,26,Male,India,283,14,9,337,12,9,1,Adventure,21,234,No,PC,23,136,6772,Coop
05920,47,Other,UK,833,69,16,475,0,136,1,Action,43,29,Yes,Console,18,499,1996,Multiplayer
05921,28,Female,Brazil,97,97,15,305,9,31,0,RPG,28,187,No,PC,34,353,1891,Coop
05922,52,Other,Australia,59,111,5,404,25,1,0,RPG,21,258,Yes,Mobile,0,484,8647,Multiplayer
05923,54,Other,South Korea,229,26,15,136,29,20,0,Strategy,34,179,Yes,Console,5,478,5759,Single-player
05924,59,Female,Australia,895,66,1,161,27,130,0,Action,21,151,Yes,Mobile,1,152,4279,Coop
05925,30,Male,Germany,642,40,15,289,28,92,0,RPG,47,155,Yes,Mobile,19,424,1058,Multiplayer
05926,53,Other,Japan,384,101,4,46,9,120,0,Strategy,27,166,Yes,PC,41,299,3538,Multiplayer
05927,30,Female,France,158,74,28,23,29,22,0,Action,15,182,Yes,PC,11,201,9958,Single-player
05928,29,Female,Australia,823,75,16,335,27,164,1,Adventure,5,208,No,PC,9,481,5057,Multiplayer
05929,54,Male,Australia,470,42,22,283,28,199,0,RPG,17,81,No,Mobile,47,48,6231,Multiplayer
05930,27,Female,India,595,113,7,173,10,35,0,RPG,8,208,No,PC,38,182,9051,Multiplayer
05931,26,Male,South Korea,207,102,23,306,8,13,0,Adventure,48,152,Yes,PC,7,142,1465,Multiplayer
05932,24,Other,India,173,13,8,366,3,14,0,Strategy,47,269,Yes,Console,33,366,4940,Single-player
05933,19,Female,USA,799,91,21,482,16,34,0,RPG,24,266,Yes,Console,2,193,1849,Single-player
05934,40,Other,Japan,80,64,22,261,18,119,1,Adventure,18,174,Yes,PC,48,229,9139,Multiplayer
05935,56,Female,South Korea,17,33,27,229,9,21,1,Strategy,47,282,Yes,PC,18,189,6230,Multiplayer
05936,57,Female,India,707,41,27,190,12,174,1,Simulation,42,3,Yes,PC,19,25,6169,Single-player
05937,56,Other,UK,290,82,2,117,1,35,0,Strategy,5,104,Yes,PC,49,425,1700,Multiplayer
05938,38,Female,UK,359,56,12,52,8,14,1,RPG,16,289,Yes,Mobile,45,290,9125,Single-player
05939,40,Other,Australia,867,25,26,191,6,120,0,Strategy,21,70,Yes,Mobile,38,428,751,Single-player
05940,46,Other,France,278,30,28,435,25,95,0,RPG,12,273,No,Console,2,31,9499,Coop
05941,31,Male,India,974,103,2,59,9,185,0,Strategy,17,18,No,PC,5,189,613,Multiplayer
05942,43,Other,USA,396,76,14,424,11,158,0,Simulation,44,142,No,Console,46,447,2776,Single-player
05943,22,Male,India,973,106,19,10,21,168,0,Strategy,33,74,No,Mobile,33,307,6582,Coop
05944,48,Other,India,765,40,20,259,19,99,0,Simulation,11,139,No,PC,17,95,4428,Single-player
05945,42,Female,Germany,141,118,6,269,10,88,0,RPG,40,290,No,PC,21,115,8103,Multiplayer
05946,48,Other,France,676,23,22,140,3,73,0,Strategy,37,35,Yes,Mobile,30,370,5482,Multiplayer
05947,37,Female,India,516,15,19,142,11,25,0,Adventure,40,244,No,Console,10,426,5678,Coop
05948,34,Male,Canada,250,78,17,112,11,29,0,Simulation,11,241,Yes,Mobile,1,91,5558,Multiplayer
05949,19,Female,Canada,661,38,3,263,22,121,1,Action,28,143,No,Console,23,310,2809,Coop
05950,42,Other,Australia,539,64,20,490,7,102,0,Simulation,43,219,No,PC,6,427,451,Coop
05951,30,Female,USA,236,46,25,343,19,139,0,Strategy,30,171,No,Mobile,6,121,7211,Coop
05952,56,Male,France,131,68,10,10,13,30,0,Simulation,46,230,No,Mobile,23,474,8779,Multiplayer
05953,45,Female,USA,305,45,24,367,6,108,0,Strategy,14,299,No,Mobile,31,334,7235,Single-player
05954,59,Female,UK,357,94,13,98,2,110,1,RPG,43,15,Yes,PC,46,314,3361,Single-player
05955,23,Other,South Korea,284,85,20,472,27,110,0,RPG,21,112,No,PC,20,437,5199,Multiplayer
05956,20,Other,France,292,119,23,22,27,81,0,Adventure,32,83,No,Console,16,215,1905,Coop
05957,52,Female,Germany,162,68,29,238,24,1,1,Action,27,8,No,PC,31,84,6295,Multiplayer
05958,35,Male,France,915,96,29,108,27,77,0,RPG,34,124,Yes,PC,43,384,4010,Multiplayer
05959,28,Female,India,418,87,25,262,18,147,0,Adventure,8,45,Yes,Console,24,340,765,Coop
05960,37,Male,Japan,738,73,18,324,13,185,0,Action,43,222,No,Mobile,43,214,6051,Coop
05961,22,Male,Germany,467,52,19,159,18,147,1,Adventure,33,273,Yes,Mobile,46,405,6387,Multiplayer
05962,36,Male,Australia,641,51,17,219,9,33,0,RPG,37,213,No,PC,32,177,9887,Coop
05963,39,Female,USA,883,83,8,171,11,59,0,Action,21,294,Yes,Mobile,16,414,723,Multiplayer
05964,36,Male,Canada,569,69,18,386,28,33,0,RPG,47,121,Yes,Console,32,121,7923,Single-player
05965,33,Female,Germany,506,71,7,93,17,164,0,Strategy,29,73,Yes,Mobile,23,433,7957,Single-player
05966,41,Male,Australia,657,73,23,121,18,194,0,Action,16,83,Yes,PC,37,412,4962,Coop
05967,58,Male,UK,477,100,11,299,23,126,1,Adventure,4,94,Yes,Console,48,166,9979,Coop
05968,21,Female,France,361,114,3,196,17,18,0,Strategy,44,50,No,Mobile,35,110,4141,Single-player
05969,32,Other,France,311,67,2,50,12,51,0,Adventure,25,243,No,Mobile,15,0,6490,Coop
05970,42,Other,Canada,633,11,19,316,16,43,0,RPG,5,118,No,Mobile,24,64,7835,Single-player
05971,52,Female,Japan,703,87,28,306,20,85,1,RPG,19,81,No,Console,5,305,540,Coop
05972,31,Female,USA,244,80,24,416,23,154,0,Strategy,43,11,Yes,Console,26,273,3347,Single-player
05973,36,Other,South Korea,476,90,28,19,5,37,0,Strategy,39,206,Yes,Console,37,488,9061,Single-player
05974,55,Other,France,614,93,25,29,29,91,0,Action,6,44,Yes,Console,10,304,5446,Coop
05975,53,Other,South Korea,890,17,11,376,15,148,0,Adventure,30,91,No,Mobile,28,330,2976,Multiplayer
05976,24,Female,USA,435,65,8,299,17,165,1,Simulation,28,191,Yes,PC,29,238,8908,Single-player
05977,47,Male,UK,249,93,11,469,27,12,1,RPG,13,171,No,PC,35,491,4040,Single-player
05978,36,Female,UK,21,45,2,85,8,92,1,Simulation,47,270,No,Mobile,26,116,2703,Coop
05979,42,Other,South Korea,476,78,12,229,29,148,1,Simulation,3,226,Yes,Mobile,6,36,9606,Coop
05980,33,Male,Canada,571,22,29,156,12,41,0,Strategy,35,74,No,Console,1,197,9639,Multiplayer
05981,57,Female,South Korea,749,48,9,404,3,95,1,Adventure,4,243,No,PC,8,115,872,Single-player
05982,25,Other,India,905,111,6,465,12,47,1,Simulation,10,88,No,Console,23,75,1596,Single-player
05983,35,Female,Australia,851,90,12,180,2,45,0,Adventure,6,3,No,Console,27,34,6596,Multiplayer
05984,45,Male,Germany,510,15,18,111,3,113,0,Strategy,1,41,No,Mobile,46,232,11,Single-player
05985,33,Other,Canada,895,28,25,138,18,77,0,Simulation,1,213,Yes,Console,45,360,2353,Single-player
05986,36,Female,Australia,335,34,5,9,23,56,1,Simulation,7,151,Yes,Mobile,18,455,6541,Coop
05987,59,Male,France,645,12,22,290,0,51,0,RPG,16,18,Yes,PC,14,426,4986,Single-player
05988,34,Male,USA,848,114,17,409,0,21,1,Simulation,24,40,No,PC,1,192,5274,Multiplayer
05989,30,Female,UK,773,62,16,378,8,16,0,Action,4,90,Yes,Console,48,170,3248,Multiplayer
05990,24,Male,USA,341,37,12,369,22,96,0,Strategy,16,210,No,Console,13,321,5429,Single-player
05991,44,Other,Canada,337,35,29,427,24,101,0,Action,7,140,No,PC,17,418,6217,Multiplayer
05992,27,Male,Brazil,479,56,2,237,2,25,0,Simulation,25,65,No,PC,9,33,8517,Coop
05993,51,Female,South Korea,923,17,16,131,2,166,1,Simulation,15,63,No,PC,5,425,6355,Multiplayer
05994,53,Other,India,41,66,1,329,29,70,0,Action,9,139,Yes,Mobile,30,463,6192,Coop
05995,42,Male,Australia,73,64,20,184,17,190,0,RPG,11,28,Yes,Mobile,20,105,6423,Single-player
05996,23,Male,Australia,808,88,2,294,1,178,0,RPG,7,213,No,Console,22,7,6596,Single-player
05997,41,Other,Japan,830,10,13,207,10,157,0,Action,39,285,Yes,Console,16,389,9010,Multiplayer
05998,35,Other,UK,21,49,16,249,8,40,1,Action,23,72,No,Console,38,423,6963,Multiplayer
05999,40,Male,Australia,219,32,1,424,1,160,0,Strategy,3,196,Yes,Console,49,323,5190,Multiplayer
06000,23,Other,Canada,78,109,19,349,19,49,0,RPG,7,99,No,PC,33,406,1401,Single-player
06001,46,Female,Germany,234,63,4,322,26,190,1,Adventure,3,12,No,Console,6,446,5361,Coop
06002,42,Male,Brazil,156,51,20,481,3,166,1,Simulation,12,129,No,Console,5,251,1304,Multiplayer
06003,34,Female,Australia,326,89,3,88,8,27,1,Simulation,3,32,No,Console,0,13,4987,Coop
06004,41,Male,Germany,113,59,2,357,13,145,1,Action,7,259,No,PC,17,88,5241,Multiplayer
06005,28,Female,Australia,801,13,12,361,18,73,0,Adventure,23,73,No,Console,34,441,4936,Coop
06006,43,Female,Canada,607,17,24,35,15,186,1,RPG,38,257,Yes,Console,42,419,6570,Coop
06007,51,Other,Germany,641,45,26,3,25,127,0,RPG,15,124,Yes,PC,46,161,4776,Multiplayer
06008,45,Male,France,921,19,13,233,13,65,0,RPG,23,190,Yes,Mobile,2,485,5104,Single-player
06009,20,Other,Australia,620,39,27,329,14,113,0,Action,42,267,No,Console,0,331,1252,Single-player
06010,28,Other,France,586,109,18,268,17,170,0,Action,5,143,Yes,Console,2,115,3547,Single-player
06011,55,Male,Japan,984,25,5,69,27,12,0,Simulation,41,59,Yes,Mobile,17,276,8393,Multiplayer
06012,31,Female,UK,274,39,23,6,14,0,0,Simulation,49,226,Yes,Mobile,14,428,2102,Multiplayer
06013,43,Male,Canada,380,73,25,155,18,159,0,RPG,29,130,No,Console,13,313,5299,Coop
06014,38,Male,India,19,117,12,442,29,88,0,Simulation,19,219,Yes,Console,36,251,9716,Multiplayer
06015,56,Male,Canada,672,83,19,377,8,9,1,Simulation,24,179,Yes,Mobile,16,142,3562,Coop
06016,47,Other,South Korea,208,20,1,292,20,142,0,RPG,23,15,Yes,Console,27,44,665,Coop
06017,25,Male,India,883,43,9,398,20,126,1,Action,28,210,No,Console,15,16,7145,Single-player
06018,37,Male,South Korea,605,89,1,285,15,144,0,Simulation,17,229,No,Mobile,28,49,1519,Coop
06019,49,Male,Germany,593,64,24,359,22,190,0,Action,9,173,No,PC,18,87,8734,Multiplayer
06020,39,Female,Japan,863,92,18,73,29,53,0,Adventure,17,286,No,Mobile,23,438,279,Single-player
06021,24,Female,Germany,615,117,23,11,16,150,1,Action,1,0,No,Mobile,19,475,3861,Multiplayer
06022,26,Female,Australia,748,13,28,336,9,70,0,Strategy,40,29,No,PC,27,414,6992,Multiplayer
06023,18,Female,UK,771,58,3,111,4,49,0,Strategy,9,15,No,Console,20,235,6611,Single-player
06024,46,Other,Canada,159,53,6,29,8,58,0,RPG,40,67,Yes,Console,22,30,4330,Single-player
06025,25,Other,USA,914,40,22,384,13,163,1,Strategy,6,87,No,Console,5,340,1924,Multiplayer
06026,21,Male,Canada,898,57,4,35,29,5,0,Adventure,15,167,No,PC,7,352,9959,Multiplayer
06027,52,Other,Canada,997,108,24,487,21,193,0,Action,47,86,No,Mobile,46,9,6498,Multiplayer
06028,20,Female,India,859,107,12,378,27,108,0,Action,6,16,No,PC,10,321,3152,Multiplayer
06029,57,Male,Brazil,572,35,12,343,23,31,1,Simulation,47,98,No,PC,36,308,6447,Coop
06030,24,Male,USA,37,112,5,229,9,52,0,Simulation,18,281,No,Mobile,9,266,2598,Multiplayer
06031,44,Female,Australia,117,79,23,276,23,107,0,Simulation,24,290,No,Mobile,16,183,5093,Single-player
06032,18,Female,South Korea,389,106,29,105,0,68,0,Action,38,244,No,Mobile,11,78,6302,Single-player
06033,44,Female,France,823,100,21,287,23,82,1,Action,30,142,Yes,PC,49,368,8592,Multiplayer
06034,33,Other,South Korea,679,21,13,249,21,1,1,Simulation,19,116,Yes,Mobile,16,88,3213,Single-player
06035,55,Male,UK,376,54,12,62,19,42,0,Action,28,259,Yes,Console,37,161,4297,Single-player
06036,24,Female,Japan,848,17,4,465,2,39,0,Adventure,23,280,No,Mobile,42,214,6831,Coop
06037,40,Male,UK,873,18,6,396,15,195,1,Simulation,24,135,Yes,PC,25,170,2064,Coop
06038,58,Male,Japan,375,10,19,420,4,3,1,Strategy,27,27,Yes,Mobile,23,475,6737,Single-player
06039,28,Other,Canada,580,14,6,43,12,74,0,Simulation,13,5,Yes,Console,1,451,8927,Single-player
06040,59,Male,India,594,80,6,148,4,173,0,Strategy,11,66,No,PC,33,130,4678,Coop
06041,50,Female,Australia,746,91,11,401,22,104,0,RPG,15,179,No,Mobile,31,269,1537,Single-player
06042,53,Female,Brazil,41,63,27,487,24,147,1,Strategy,30,200,No,Mobile,48,284,889,Multiplayer
06043,54,Male,UK,610,113,22,45,10,121,0,Adventure,6,39,No,Mobile,23,243,8215,Multiplayer
06044,58,Male,India,469,33,14,174,16,13,0,Action,25,83,Yes,Console,48,121,3796,Multiplayer
06045,34,Other,South Korea,983,35,27,153,29,98,0,Adventure,31,143,Yes,Mobile,29,468,717,Coop
06046,52,Female,Brazil,457,19,3,260,24,108,0,RPG,11,73,Yes,Mobile,13,16,3714,Single-player
06047,22,Female,Germany,129,70,29,132,2,141,0,Adventure,4,77,No,PC,21,325,1632,Single-player
06048,49,Male,Canada,27,49,8,286,21,176,1,Adventure,15,14,Yes,Console,28,172,8835,Multiplayer
06049,20,Male,USA,744,53,4,155,5,130,0,RPG,48,168,No,Mobile,49,308,3967,Single-player
06050,52,Male,USA,740,21,27,496,15,20,1,Adventure,24,9,Yes,PC,19,433,2627,Multiplayer
06051,31,Female,France,628,31,16,332,19,60,1,RPG,14,292,No,Console,15,175,892,Multiplayer
06052,48,Male,Canada,912,36,18,240,29,1,0,Action,24,255,No,PC,15,324,9618,Multiplayer
06053,48,Other,France,325,76,7,330,1,148,0,Simulation,23,269,No,Console,7,64,9699,Single-player
06054,34,Other,USA,508,91,11,126,4,9,0,Action,5,221,Yes,PC,1,73,567,Multiplayer
06055,41,Male,Australia,618,78,8,192,18,90,0,Action,47,157,Yes,PC,23,388,9583,Coop
06056,40,Other,South Korea,890,23,27,471,19,117,0,Action,26,222,No,Mobile,15,283,8667,Coop
06057,35,Other,Australia,324,34,20,268,21,146,0,Adventure,30,101,Yes,PC,15,223,3517,Coop
06058,31,Other,India,806,61,6,121,10,180,1,Action,42,145,No,Console,1,70,2777,Multiplayer
06059,32,Other,South Korea,902,104,24,145,22,75,1,RPG,38,4,Yes,Console,41,297,9691,Single-player
06060,32,Other,USA,159,94,16,151,17,176,1,RPG,48,88,Yes,Console,47,315,9172,Single-player
06061,23,Female,France,515,68,5,156,26,79,0,RPG,48,271,Yes,Mobile,3,257,5565,Multiplayer
06062,44,Male,Canada,660,47,25,155,2,7,0,RPG,3,206,No,Mobile,9,277,6881,Multiplayer
06063,32,Other,Canada,745,29,6,101,11,184,0,Action,18,40,No,Console,22,475,4038,Multiplayer
06064,53,Male,Japan,253,87,6,428,22,100,1,Strategy,22,187,Yes,PC,13,480,2240,Single-player
06065,25,Other,Brazil,927,29,28,372,12,88,0,Simulation,28,85,No,Console,23,358,472,Coop
06066,32,Female,Germany,247,65,29,469,20,151,0,Strategy,30,282,Yes,PC,9,94,117,Coop
06067,20,Female,USA,849,110,2,339,19,46,0,Adventure,2,267,Yes,PC,30,97,113,Coop
06068,30,Other,USA,352,119,7,251,19,81,0,Action,9,151,No,PC,25,9,4775,Multiplayer
06069,58,Other,France,397,39,9,266,8,148,0,Strategy,1,153,No,PC,14,411,9031,Single-player
06070,51,Other,Japan,581,116,15,306,8,123,1,Action,36,275,Yes,PC,26,343,26,Single-player
06071,41,Female,UK,202,50,21,58,25,7,0,RPG,21,199,No,Console,27,461,7601,Coop
06072,57,Female,Brazil,301,93,14,339,6,146,1,Adventure,28,177,Yes,Console,20,121,3202,Coop
06073,49,Male,Australia,147,80,21,104,0,29,0,Strategy,36,117,No,Mobile,13,291,9859,Coop
06074,49,Female,Australia,220,72,28,268,0,90,0,Simulation,32,207,No,Console,6,444,9263,Coop
